id,name,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,availability_365,coordinates
11799338,Nel centro più storico di Bologna,Santo Stefano,Entire home/apt,39,3,217,24/08/2020,3.39,115,"44.49064,11.3491"
12036060,Grazioso monolocale con veranda,Borgo Panigale - Reno,Entire home/apt,50,2,149,05/05/2018,2.34,253,"44.50344,11.30089"
12101696,"Lovely flat  ""San Felice city wall"" with parking",Porto - Saragozza,Entire home/apt,60,2,216,02/07/2019,3.5,245,"44.49972,11.32574"
12216037,La Ca' Tolmino-Bilo Affittaly Apartments,Porto - Saragozza,Entire home/apt,49,1,1,25/06/2018,0.03,0,"44.49701,11.31493"
12242158,B&B A due passi dal Lumière / double room,Porto - Saragozza,Private room,43,1,305,07/11/2019,4.8,75,"44.49902,11.33543"
12320106,Camera privata per brevi periodi,Porto - Saragozza,Private room,40,3,11,30/10/2019,0.24,365,"44.49835,11.31764"
12323446,Happy flat near Villa Ghigi park,Santo Stefano,Entire home/apt,80,5,0,,,90,"44.47398,11.33309"
12348164,Bologna Historic Center: Room + Private Bath,Porto - Saragozza,Private room,45,2,56,11/11/2019,0.89,0,"44.49662,11.3357"
12510884,Appartamento Sole in centro a Bologna,Santo Stefano,Entire home/apt,80,2,32,09/11/2018,0.61,0,"44.50236,11.35143"
12692740,....da passaq! Centre-Fiera with private garden,San Donato - San Vitale,Entire home/apt,50,2,48,01/11/2019,0.77,0,"44.49678,11.37443"
12704192,Stanza Matrimoniale B&B San Vitale,Santo Stefano,Private room,70,1,3,06/10/2019,0.06,365,"44.49616,11.35677"
12718312,Apartment in CityCenter-bilocale in centro Bologna,Porto - Saragozza,Entire home/apt,59,2,127,16/04/2019,2.16,7,"44.49216,11.33646"
12754347,"Monolocale ""Residenza Il Borgo""",Navile,Entire home/apt,60,3,0,,,133,"44.5307,11.34278"
12767183,Magicahome: mansarda centro storico,Santo Stefano,Entire home/apt,39,2,96,18/06/2019,1.54,137,"44.49924,11.35148"
12772621,Ampia stanza privata a Bologna,Navile,Private room,33,3,9,30/06/2021,0.14,337,"44.51431,11.33787"
12774299,Bright and cosy apartment Bologna,Navile,Entire home/apt,55,5,17,21/08/2017,0.28,359,"44.51463,11.33903"
12791891,"Cozy & stylish studio : garden, wifi",Porto - Saragozza,Entire home/apt,29,5,87,29/06/2019,1.47,196,"44.49001,11.3297"
12820627,Castiglione1,Santo Stefano,Entire home/apt,109,2,148,14/10/2020,2.51,16,"44.49341,11.34607"
12855200,Green Loft With A Cat,Navile,Entire home/apt,55,3,34,05/04/2019,0.55,0,"44.52063,11.34728"
12908674,2 Bedrooms Attic Apartment Bologna Center -AC/WiFi,Santo Stefano,Entire home/apt,83,3,194,20/12/2019,3.16,290,"44.48723,11.34073"
12928418,interno INDACO,Porto - Saragozza,Private room,50,1,57,03/11/2019,0.94,359,"44.49679,11.33821"
12997343,Monolocale indipendente,Navile,Private room,60,1,1,30/06/2019,0.04,291,"44.52537,11.36009"
13037042,Bologna RED,Santo Stefano,Entire home/apt,68,2,260,19/01/2020,4.27,0,"44.49573,11.34652"
13041463,SINGOLA CON BAGNO PRIVATO E  GIARDINETTO,Borgo Panigale - Reno,Private room,65,7,1,18/09/2018,0.03,0,"44.50859,11.30065"
13198237,Pratello bohemienne,Porto - Saragozza,Entire home/apt,73,2,204,16/10/2019,3.33,15,"44.4954,11.33233"
13198694,Camera matrimoniale vicina al centro e al parco,Santo Stefano,Private room,40,1,40,10/09/2017,0.66,0,"44.4824,11.35974"
13221724,S.Orsola Charming Apartment,San Donato - San Vitale,Entire home/apt,60,2,42,29/06/2016,0.72,260,"44.49659,11.36158"
13269687,Casa Giuditta,Porto - Saragozza,Private room,40,1,84,20/04/2019,1.43,82,"44.49755,11.34067"
13284919,BELLISSIMO APPARTAMENTO IN PIENO CENTRO STORICO,Porto - Saragozza,Entire home/apt,75,2,26,15/09/2017,0.44,60,"44.49715,11.33199"
13387381,Smile Home,Santo Stefano,Private room,45,1,220,20/01/2020,3.55,146,"44.49884,11.34577"
13492517,Beverara58 - Brand new apartment with parking,Navile,Entire home/apt,45,2,70,09/03/2018,1.19,48,"44.51593,11.32955"
13535668,Casa Bugami Loft,Porto - Saragozza,Entire home/apt,80,2,119,21/10/2018,2.04,289,"44.49643,11.33523"
13566974,B&b i Ravanelli,San Donato - San Vitale,Entire home/apt,53,1,241,07/11/2017,3.96,112,"44.49759,11.36568"
13568187,Camera matrimoniale nel cuore di Bologna,Porto - Saragozza,Private room,50,1,25,25/09/2019,0.41,365,"44.49628,11.33158"
13610268,"113° ""FAMILY.3""- 3 Cozy King Bedroom + 2 Bathroom",Navile,Entire home/apt,102,1,44,16/05/2017,0.8,0,"44.51513,11.35093"
13694444,BOLOGNINO B&B  - Your cozy location downtown,Porto - Saragozza,Private room,60,2,10,06/11/2017,0.29,0,"44.49435,11.33877"
13777005,"APPARTAMENTO *Sakura* 
IN PIENO CENTRO STORICO-",Santo Stefano,Entire home/apt,55,1,3,20/07/2016,0.05,7,"44.49285,11.35687"
13799227,Casa 42,Santo Stefano,Entire home/apt,65,2,54,08/10/2017,1.09,83,"44.48928,11.34884"
13809549,"Easy Room at Porta S.Felice,on Busline BLQ Airport",Porto - Saragozza,Private room,25,3,35,01/11/2016,0.6,0,"44.49968,11.32356"
13823358,Camera doppia a due passi dalla stazione,Navile,Private room,60,1,63,17/09/2017,1.18,0,"44.51161,11.34751"
13860061,Mambo,Porto - Saragozza,Private room,40,3,4,21/08/2019,0.17,89,"44.50188,11.33777"
13921090,Stanza doppia con letti singoli,Santo Stefano,Private room,40,1,201,03/03/2019,3.32,89,"44.49652,11.34479"
13921220,Stanza matrimoniale Federica,Santo Stefano,Private room,40,1,151,29/09/2019,2.58,89,"44.49704,11.34339"
13932753,Camera Doppia MASERATI,Porto - Saragozza,Private room,80,1,18,27/03/2018,0.31,353,"44.50276,11.30965"
13987070,Bright big room in a cosy apartment,Porto - Saragozza,Private room,33,1,9,28/09/2018,0.15,89,"44.49828,11.32087"
14001031,"The Chess Floor House, with Many Books & Audrey Hepburn",Navile,Entire home/apt,120,3,42,17/11/2019,0.8,327,"44.50951,11.349913"
14001790,"Open Apartment Prasio de "" La corte del Pratello""",Porto - Saragozza,Entire home/apt,105,1,81,16/06/2021,1.37,142,"44.49448,11.33376"
14002535,"Terrace apartment in private walled garden ""Onice""",Porto - Saragozza,Entire home/apt,110,1,103,30/06/2021,1.75,140,"44.49618,11.33301"
14004874,stanza privata in centro storico con bagno privato,Santo Stefano,Private room,29,1,129,01/06/2021,2.12,11,"44.49289,11.35624"
14040063,Delizioso appartamentino in pieno centro,Porto - Saragozza,Entire home/apt,43,2,234,24/02/2020,3.98,9,"44.4982,11.3363"
14117610,Zio Totò,Porto - Saragozza,Entire home/apt,45,3,53,30/08/2018,0.89,326,"44.49952,11.31267"
14153531,In the most beautiful green area of Bologna !,Santo Stefano,Entire home/apt,100,3,83,09/07/2019,1.42,0,"44.48547,11.33433"
14173147,Tranquillo bilocale in centro storico,Santo Stefano,Entire home/apt,35,3,109,10/05/2019,1.88,45,"44.49236,11.35244"
14241471,BRIGHT 2 BEDROOM apt. facing SERVI CHURCH,Santo Stefano,Entire home/apt,175,3,9,29/12/2019,0.17,207,"44.4926,11.35272"
14242606,B&B Selvarossa -  Whole Apartment,Savena,Entire home/apt,101,1,63,30/10/2019,1.07,120,"44.46469,11.37925"
14271006,Cozy & Stylish Apartment in the Historical Heart,Porto - Saragozza,Entire home/apt,110,3,13,10/05/2019,0.23,27,"44.49557,11.33331"
14396093,Beautiful Apartment near center of Bologna,Porto - Saragozza,Entire home/apt,64,2,3,21/03/2017,0.05,192,"44.50081,11.31928"
14603605,BelvederesocciaClub,Porto - Saragozza,Entire home/apt,120,2,64,19/03/2019,1.11,89,"44.49744,11.33779"
14627588,Singola luminosa zona residenziale,Porto - Saragozza,Private room,40,3,5,04/04/2019,0.09,364,"44.48915,11.32108"
14718190,Cozy room close to University and City Centre,San Donato - San Vitale,Private room,35,2,39,25/06/2019,0.76,140,"44.49772,11.36138"
14745392,Lovely apartment in the centre of the city,Santo Stefano,Entire home/apt,81,3,4,11/12/2017,0.07,0,"44.49032,11.35223"
14775405,AirBnb,Porto - Saragozza,Entire home/apt,59,1,229,09/06/2021,3.91,69,"44.50357,11.33752"
14795766,lovely studio in the heart of the old town,Porto - Saragozza,Entire home/apt,60,2,13,11/07/2017,0.27,164,"44.49657,11.33826"
14796581,smart studio in the old town,Porto - Saragozza,Entire home/apt,60,2,4,05/04/2017,0.07,1,"44.49745,11.34"
14832754,Bologna's heart - Downtown -,Porto - Saragozza,Entire home/apt,63,2,73,14/10/2019,1.26,213,"44.49679,11.33783"
14903206,Two storey flat in historic buildin,Santo Stefano,Entire home/apt,77,3,3,18/03/2018,0.05,364,"44.4873,11.3306"
14932564,Tranquillo appartamento in via del Pratello,Porto - Saragozza,Entire home/apt,35,3,15,03/11/2020,1.47,48,"44.49558,11.33129"
14945410,VERY CENTRAL 2 BEDROOM APARTMENT!,Porto - Saragozza,Entire home/apt,77,6,36,14/10/2018,0.62,0,"44.49978,11.34022"
15024343,Riva Reno Apartment: bright and central flat,Porto - Saragozza,Entire home/apt,72,1,213,12/06/2021,3.7,325,"44.49885,11.3386"
15040097,Be and Bo,Savena,Private room,27,1,23,09/07/2017,0.39,9,"44.47839,11.3808"
15054510,Casa Massarenti - Porta San Vitale,San Donato - San Vitale,Entire home/apt,60,2,57,25/07/2018,0.98,192,"44.49488,11.35708"
15062223,con  bagno privato e parcheggio libero in strada,Santo Stefano,Private room,27,1,373,09/10/2019,6.37,58,"44.47352,11.37007"
15066955,Stanza arredata vicino al centro di Bologna,Porto - Saragozza,Private room,31,1,12,03/11/2019,0.35,68,"44.49614,11.33092"
15070107,Modern Aparthotel near Bologna Centrale - room 4,Santo Stefano,Private room,80,1,3,12/03/2017,0.05,365,"44.50412,11.3494"
15093261,Bologna Km.0,Santo Stefano,Entire home/apt,110,3,98,31/10/2019,1.7,87,"44.50071,11.3443"
15095809,Modern Aparthotel near Bologna Centrale - room 3,Santo Stefano,Private room,62,1,1,01/07/2018,0.03,365,"44.50356,11.34873"
15109345,Appartamento elegante Bologna Centro,Santo Stefano,Entire home/apt,100,4,7,10/05/2019,0.14,329,"44.48809,11.34274"
15140705,Sweet home in Historical Bologna Centre,Santo Stefano,Entire home/apt,73,3,25,14/10/2019,0.43,207,"44.4885,11.34727"
15140734,Little cosy space close fiera and train station,Navile,Entire home/apt,50,2,128,28/02/2020,2.22,62,"44.50766,11.35222"
15141468,"Stanza di Momo, vista colli vicino al Centro",Porto - Saragozza,Private room,40,1,220,05/07/2019,3.79,16,"44.49098,11.31491"
15173754,Vintage Home,Porto - Saragozza,Entire home/apt,98,5,61,27/08/2019,1.05,192,"44.49011,11.34046"
15190395,Accogliente camera con letto a una piazza e mezza,Navile,Private room,35,1,80,04/02/2018,1.4,312,"44.51625,11.35489"
15305334,Charming rooftop flat overlooking the park,Santo Stefano,Entire home/apt,69,2,81,02/01/2020,1.41,0,"44.4883,11.35218"
15326589,Casa Dei Poeti,Santo Stefano,Private room,55,1,5,11/11/2019,0.24,0,"44.49132,11.3459"
15338070,THE PIRATE'S Cozy&Calm Apt.next CityCentre&Airport,Porto - Saragozza,Entire home/apt,69,1,23,05/04/2017,0.4,160,"44.50267,11.30991"
15421860,Cozy double room  (Bologna fiere),Navile,Private room,31,1,18,11/11/2019,0.31,365,"44.50847,11.35494"
15445223,La finestra sul cortile,Santo Stefano,Entire home/apt,90,2,26,28/09/2019,0.46,293,"44.49791,11.34409"
15457126,"Modern and cozy, steps from the center - 2884 - 09df6af7",Porto - Saragozza,Entire home/apt,27,1,6,25/08/2018,0.1,0,"44.49974,11.3267"
15457323,Riva Reno 114 Bis -  the window on the courtyard,Porto - Saragozza,Entire home/apt,1762,2,70,29/12/2019,1.22,158,"44.49997,11.34136"
15474214,monolocale Oberdan,Santo Stefano,Entire home/apt,60,1,11,09/01/2020,0.2,28,"44.49533,11.34562"
15504889,Cavalieri's Grand -  Asinelli Suite,Porto - Saragozza,Private room,98,1,97,19/08/2017,1.7,159,"44.49875,11.34279"
15507694,"Posizione centralissima, tranquilla e silenziosa",Porto - Saragozza,Entire home/apt,76,2,181,10/10/2019,3.31,41,"44.49886,11.33962"
15526175,Cavalieri's Grand   -  Nettuno suite,Porto - Saragozza,Private room,98,1,144,22/05/2018,2.54,150,"44.49826,11.34338"
15527068,Cavalieri's Grand - Garisenda Single Room,Porto - Saragozza,Private room,82,1,53,05/09/2019,0.93,165,"44.49875,11.34226"
15661488,"Stanza ampia, luminosa e con bagno privato",San Donato - San Vitale,Private room,42,5,25,30/06/2018,0.53,87,"44.49692,11.3609"
15662345,Minimal Art Space appartment,Porto - Saragozza,Entire home/apt,50,1,3,14/12/2016,0.05,0,"44.49146,11.31873"
15669559,BRIGHT three room apt. with BIG PRIVATE TERRACE,Santo Stefano,Hotel room,210,3,20,20/10/2019,0.73,245,"44.49067,11.35423"
15826925,"Bologna Ospedale Maggiore, Ducati, Must, Terme",Borgo Panigale - Reno,Entire home/apt,50,3,11,27/03/2018,0.2,268,"44.50949,11.29526"
15871524,Appartamentino nel centro di Bologna,Porto - Saragozza,Entire home/apt,70,2,91,15/10/2020,1.66,53,"44.49235,11.33549"
15954197,Singola B&B fronte stazione.,Porto - Saragozza,Private room,33,1,56,11/02/2018,1.03,179,"44.50538,11.34062"
15960949,Doppia B&b fronte stazione,Porto - Saragozza,Private room,70,1,5,28/05/2017,0.09,172,"44.50538,11.34062"
15962303,Bel monolocale vicino al centro,Porto - Saragozza,Entire home/apt,45,1,26,26/09/2017,0.47,354,"44.49942,11.32676"
16111896,Accogliente bilocale in centro,Porto - Saragozza,Entire home/apt,68,15,36,28/09/2019,0.64,178,"44.50307,11.33149"
16183774,Stanza privata via San Felice,Porto - Saragozza,Private room,45,1,0,,,90,"44.49775,11.32936"
16197779,Casa Vacanza Antonia Interno 4,San Donato - San Vitale,Entire home/apt,59,1,12,17/05/2020,0.29,253,"44.49126,11.3997"
16215188,Comodo appartamento nel cuore di Bologna,Porto - Saragozza,Entire home/apt,41,2,62,09/03/2020,1.11,76,"44.4969,11.3338"
16271943,Sanitized studio apt. at city gates with car park,Santo Stefano,Entire home/apt,75,2,102,16/09/2020,1.92,118,"44.48601,11.33827"
16308425,Medieval apartment in the historical center,Santo Stefano,Entire home/apt,55,2,135,13/09/2020,2.49,0,"44.49905,11.34519"
16318494,"Comodo per Fiera,Parconord,Fico,centro storico.",Navile,Entire home/apt,42,1,35,27/09/2019,0.63,236,"44.54162,11.35813"
16374160,B&B FAST CASA VACANZA (int 3) BO,Navile,Entire home/apt,55,1,116,04/04/2019,2.25,326,"44.51838,11.34162"
16475326,Family-Friendly Apartment with Free Parking,Santo Stefano,Entire home/apt,75,2,225,18/06/2021,4.15,289,"44.49947,11.35126"
16515840,Wandering under the arcades,Porto - Saragozza,Entire home/apt,66,1,10,16/09/2020,0.18,268,"44.49417,11.33609"
16542708,Pianoterra Apt. 2... la tua casa a Bologna,Porto - Saragozza,Entire home/apt,60,2,3,20/06/2018,0.06,344,"44.50296,11.31296"
16595774,Appartamento affrescato + giardino,Porto - Saragozza,Entire home/apt,250,2,81,07/01/2020,1.49,2,"44.49701,11.33165"
16733598,Grazioso appartamento nel centro storico,Santo Stefano,Entire home/apt,95,5,7,01/03/2019,0.16,302,"44.48744,11.35392"
16746701,Design meets History,Porto - Saragozza,Entire home/apt,70,2,93,26/01/2020,1.75,41,"44.49026,11.33523"
16752123,"BOLOGNA Ospedale, Centro, Fiera, Fairy, Centre",San Donato - San Vitale,Entire home/apt,320,1,18,01/01/2020,0.36,365,"44.49083,11.36992"
16804760,"Angolo di Paradiso, Charming Flat near the Towers",Santo Stefano,Entire home/apt,70,4,102,14/03/2020,1.88,231,"44.49535,11.34412"
16806552,Pianoterra Apt. 1... la tua casa a Bologna,Porto - Saragozza,Entire home/apt,55,2,8,02/01/2020,0.16,223,"44.50366,11.31548"
16835094,"Perfect location in Bologna, San donato Fiera",San Donato - San Vitale,Private room,35,2,2,17/03/2019,0.06,267,"44.50225,11.36404"
16872088,B&B Andrew,San Donato - San Vitale,Private room,43,1,26,02/12/2019,0.49,0,"44.50125,11.37"
16922307,ABITAROOM Moro Room,Navile,Private room,70,1,8,27/10/2019,0.17,73,"44.50912,11.33957"
17260148,"Chill at a Colorful, Contemporary Abode near Bologna Fiere",Navile,Entire home/apt,70,2,165,22/11/2019,3.13,37,"44.513,11.35247"
17260972,Cosy Room dell'Oro,Santo Stefano,Private room,38,2,51,03/12/2019,0.97,334,"44.48704,11.34637"
17263358,Appartamento familiare nel centro di Bologna,Santo Stefano,Entire home/apt,40,2,75,04/08/2019,1.41,0,"44.49842,11.34474"
17297826,"Dante Suite, bright apartment with private parking",Santo Stefano,Entire home/apt,89,2,138,19/01/2020,2.61,150,"44.4872,11.35597"
17410310,BononiAE Flats,Porto - Saragozza,Entire home/apt,50,2,77,26/01/2020,1.46,66,"44.49533,11.33676"
17444835,Appartamento in centro,Santo Stefano,Entire home/apt,436,3,0,,,0,"44.48877,11.35999"
17510997,Come a casa propria ... stanza con bagno privato,Navile,Private room,34,1,264,01/02/2020,5,159,"44.50924,11.34857"
17520497,Pink Master Bedroom in Penthouse w/ endless charme,Santo Stefano,Private room,130,5,0,,,179,"44.49273,11.34655"
17534102,MOBO LOFT,Porto - Saragozza,Entire home/apt,72,5,7,14/10/2017,0.14,0,"44.50137,11.33958"
17572122,FeM Maison Bologna ideal for tourism and work,Porto - Saragozza,Entire home/apt,46,1,161,03/12/2019,3.06,38,"44.50263,11.31396"
17600222,Affascinante e intimo alloggio nel centro storico,Santo Stefano,Entire home/apt,66,7,126,27/09/2019,2.39,48,"44.49689,11.34735"
17679671,Luxury Loft in the heart of Bologna,Santo Stefano,Entire home/apt,101,2,68,29/09/2019,1.32,68,"44.49311,11.3427"
17747036,Bologna Studio Flat,Navile,Entire home/apt,58,2,16,16/06/2017,0.36,89,"44.51729,11.32443"
17756958,"Center EXLUSIVE TWO-ROOM on two levels, 4 guests",Santo Stefano,Entire home/apt,95,7,8,14/05/2019,0.16,181,"44.49269,11.35193"
17792014,Stanza Privata con Bagno Privato,Porto - Saragozza,Private room,35,3,23,10/06/2018,0.57,345,"44.49699,11.33224"
17811368,Bologna stayinbologna (Mambo) suite centro app 2,Porto - Saragozza,Entire home/apt,57,2,27,30/09/2020,0.68,317,"44.50227,11.3391"
17887454,Peaceful apartament in the centre of Bologna,Porto - Saragozza,Entire home/apt,62,2,97,14/09/2019,1.91,0,"44.49707,11.33669"
17927255,LUMINOSA STANZA DOPPIA/BRIGHT DOUBLE ROOM,San Donato - San Vitale,Private room,60,1,10,27/07/2017,0.2,0,"44.50071,11.36061"
17992919,Suite Sofia with Wi-Fi and private parking space,Santo Stefano,Entire home/apt,45,3,92,01/10/2018,1.77,155,"44.49874,11.35585"
18001869,Historical downtown in ex-Convent - garage option,Porto - Saragozza,Entire home/apt,80,3,122,27/11/2019,2.35,198,"44.49241,11.33802"
18081739,double room near between station and Fiera,Navile,Private room,16,5,2,31/08/2019,0.04,49,"44.51591,11.3543"
18083586,La Casa nel Verde - appartamento per brevi periodi,Navile,Entire home/apt,52,1,19,23/05/2021,0.38,129,"44.54816,11.36624"
18149469,8 Colonne Apartments - Leonardo,Porto - Saragozza,Entire home/apt,77,2,0,,,297,"44.49701,11.33602"
18302455,I sogni nel Cassetto Airport BLQ-Ducati,Borgo Panigale - Reno,Entire home/apt,49,1,71,07/07/2019,1.44,0,"44.52602,11.28851"
18305016,CASA DOLCE CASA- Comodo Bilocale- Bologna,Navile,Entire home/apt,1000,1,35,23/09/2017,0.69,89,"44.52315,11.34437"
18317191,Incredibile singola con terrazza.,Porto - Saragozza,Private room,60,1,2,20/06/2020,0.04,365,"44.50509,11.33846"
18387170,La casa di Anna,Borgo Panigale - Reno,Entire home/apt,34,2,100,05/04/2018,2.38,41,"44.50982,11.29576"
18431117,All'ex Osteria dell'Oro si dorme sotto un portone,Santo Stefano,Entire home/apt,48,2,41,06/06/2019,0.8,267,"44.48588,11.34831"
18457382,Charming flat Righi Bologna,Santo Stefano,Entire home/apt,120,2,76,25/11/2019,1.84,99,"44.499,11.3448"
18532848,Casa in pieno centro di BOLOGNA! !!,Santo Stefano,Entire home/apt,36,1,77,19/07/2018,1.53,140,"44.49877,11.34498"
18627252,Stanza privata in appartamento BO S Donato S Vital,San Donato - San Vitale,Private room,25,2,46,31/10/2020,0.98,358,"44.49866,11.364"
18694687,Recently renovated flat near central train station,Santo Stefano,Entire home/apt,196,1,59,31/12/2018,1.17,355,"44.50464,11.35002"
18698631,Casa Nina,Porto - Saragozza,Entire home/apt,49,2,118,19/10/2018,2.35,266,"44.49109,11.3356"
18782238,Maison Juliette N.2 Allegra,Porto - Saragozza,Private room,90,1,8,06/11/2019,0.34,365,"44.49836,11.33087"
18848662,Bright and quiet in the heart of the city.,Porto - Saragozza,Entire home/apt,90,2,6,03/10/2018,0.13,0,"44.49414,11.3343"
18971975,"Violetta bedroom  I Canali, in Bologna City Centre",Porto - Saragozza,Private room,58,2,15,18/11/2019,0.37,41,"44.50433,11.33861"
18995979,Home élite,Borgo Panigale - Reno,Entire home/apt,65,1,3,28/03/2018,0.07,0,"44.51026,11.30297"
