id,name,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,availability_365,coordinates
19061539,Warm and cosy 1 bedroom in Bologna historic centre,Porto - Saragozza,Entire home/apt,73,1,11,19/05/2019,0.26,0,"44.49427,11.33433"
19061551,Beautiful suite in the heart of Bologna,Santo Stefano,Private room,414,1,4,01/08/2018,0.09,364,"44.48798,11.34597"
19062085,B&B FunnyFani Bologna Sant'Orsola Private room&wc,San Donato - San Vitale,Private room,55,2,16,15/10/2017,0.32,365,"44.4905,11.36447"
19094454,flat - room & kitchen near the city centre,San Donato - San Vitale,Entire home/apt,65,3,3,30/07/2017,0.06,363,"44.49979,11.36353"
19154902,"BRIGHT AND ELEGANT STUDIO, Bologna fashion street",Porto - Saragozza,Entire home/apt,113,3,1,23/12/2018,0.03,186,"44.49739,11.33222"
19200385,Cozy britght flat with two large roof terraces,Savena,Entire home/apt,48,1,123,17/02/2020,2.73,0,"44.48284,11.37821"
19218129,double bedroom apartement,Navile,Entire home/apt,150,20,139,20/01/2020,2.92,83,"44.51031,11.34686"
19236579,Flat in the historic center of Bologna,Santo Stefano,Entire home/apt,25,6,52,16/08/2018,1.11,82,"44.49687,11.35177"
19240494,Golden House,Santo Stefano,Entire home/apt,119,2,18,03/09/2018,0.39,324,"44.48661,11.36302"
19399403,"CASE BIANCHE, Pure and Modern Design city center",Porto - Saragozza,Entire home/apt,95,7,6,17/12/2020,0.19,140,"44.4976,11.33657"
19446341,I 4 GATTI Bologna Guesthouse. Double room,Porto - Saragozza,Private room,55,1,4,17/03/2019,0.1,180,"44.49065,11.32798"
19450912,Magnifico monolocale con soffitti decorati,Santo Stefano,Entire home/apt,95,3,0,,,239,"44.49153,11.35279"
19513690,Charming  Roomy Apartment With Big Balcony!X6!,Navile,Entire home/apt,76,2,29,27/09/2019,0.64,57,"44.51654,11.32799"
19516212,B&B Bologna Dreaming: Tra Stadio e Porta Saragozza,Porto - Saragozza,Private room,60,3,4,28/09/2018,0.09,135,"44.49031,11.31958"
19517661,lovely and panoramic flat in Murri,Santo Stefano,Entire home/apt,76,2,28,26/09/2018,0.6,125,"44.47986,11.36413"
19564391,"UGO BASSI APARTMENTS - Apartment ""The Towers""",Porto - Saragozza,Entire home/apt,74,1,25,14/10/2019,0.58,229,"44.49546,11.3396"
19707266,B&B Bologna Dreaming: Camera Three Little Birds,Porto - Saragozza,Private room,55,3,4,24/09/2018,0.09,135,"44.4899,11.31773"
19717606,Bologna Bed Station B & B a 40 metri da Station,Porto - Saragozza,Private room,40,1,47,29/07/2018,0.98,56,"44.50537,11.34237"
19935155,"the center of the city, silent, welcoming",Santo Stefano,Private room,36,2,221,02/02/2020,4.58,0,"44.49201,11.35101"
19942090,Modern & Roomy Apartment for 5!,Borgo Panigale - Reno,Entire home/apt,60,2,28,03/07/2019,0.63,92,"44.50603,11.30307"
19947238,La casa dei libri,Santo Stefano,Private room,45,1,176,05/10/2020,3.66,218,"44.48759,11.34899"
19955565,Almarossa - BALCONY OR VIEW OF THE CITY !,Santo Stefano,Entire home/apt,120,2,1,13/04/2018,0.03,307,"44.50072,11.3505"
19963501,Open Apartment “Corte del Pratello” private garden,Porto - Saragozza,Entire home/apt,85,1,108,27/09/2020,2.42,150,"44.49445,11.33985"
19963785,Monolocale Yellow !!!! Special Price,San Donato - San Vitale,Entire home/apt,22,4,1,04/05/2018,0.03,14,"44.49499,11.3789"
19974955,Comodo Appartamento in Zona Fiera Bologna,San Donato - San Vitale,Entire home/apt,215,1,2,26/09/2018,0.05,179,"44.5029,11.3675"
19993086,In the heart of Bologna,Santo Stefano,Entire home/apt,85,1,33,22/09/2019,0.72,40,"44.49324,11.34305"
20048517,BED in BO San Donato - Suite 09,Santo Stefano,Entire home/apt,60,1,0,,,46,"44.5002,11.35634"
20069836,Fashion House Bologna,Porto - Saragozza,Entire home/apt,80,1,33,31/05/2019,0.71,99,"44.49681,11.31834"
20089153,Posto letto in camera doppia.,Porto - Saragozza,Shared room,17,1,58,25/06/2018,1.45,90,"44.4994,11.32124"
20093409,Letto castello/bunkbed per una o due persone,Porto - Saragozza,Shared room,14,1,93,24/03/2018,2.01,90,"44.49819,11.3193"
20102166,"Incantevole Bilocale per 4 persone, Bologna Centro",Santo Stefano,Entire home/apt,120,3,0,,,125,"44.49169,11.35051"
20165438,Central Studio great location,Santo Stefano,Entire home/apt,42,2,51,14/07/2020,1.22,97,"44.48882,11.34991"
20222439,"Quiet room, private bathroom with green courtyard",Santo Stefano,Private room,30,2,48,01/06/2019,1.06,10,"44.486526,11.34719"
20243415,Casa d'epoca nel cuore del centro storico.,Porto - Saragozza,Private room,35,3,10,02/01/2019,0.22,174,"44.49509,11.33934"
20254593,Steam House - Room & Breakfast - Suite Dickens,Santo Stefano,Hotel room,105,1,4,29/07/2018,1.85,216,"44.4989,11.34953"
20262275,Fantastico b&b Bologna,Porto - Saragozza,Private room,120,1,0,,,365,"44.50538,11.34062"
20368671,Singola 20’🚶🏻‍♂️Centro Città/10’🚶‍♀️Fiera e Sant’Orsola,San Donato - San Vitale,Private room,25,3,42,15/09/2019,0.91,105,"44.50032,11.36869"
20389944,Dossetti <3 -  bright apt with private parking,Navile,Entire home/apt,442,2,34,01/04/2018,0.73,27,"44.51222,11.3538"
20595085,Refined Studio for 4 guests in Bologna City,Santo Stefano,Entire home/apt,105,3,3,26/09/2019,0.09,223,"44.49264,11.35425"
20624438,Bologna downtown,Santo Stefano,Entire home/apt,44,3,57,12/10/2019,1.24,29,"44.4914,11.35551"
20644180,RESIDENCE RIZZOLI - SUPERIOR SUITE,Santo Stefano,Entire home/apt,90,1,20,09/10/2017,0.44,156,"44.48673,11.34199"
20675005,B&B Casalessandrini,Santo Stefano,Entire home/apt,110,2,8,24/04/2018,0.2,173,"44.49798,11.34598"
20702725,"""Al Bulgnén"" Il Bolognino Lovely Flat",Savena,Entire home/apt,60,1,31,07/11/2019,0.67,72,"44.47824,11.38478"
20720382,The Martinello,Borgo Panigale - Reno,Entire home/apt,20,4,4,29/09/2018,0.09,0,"44.50743,11.30267"
20737024,ASTORIA SUITE APARTMENTS 4,Porto - Saragozza,Entire home/apt,140,1,5,04/08/2018,0.12,0,"44.50343,11.33782"
20771335,Saragozza Apartment 3: Bright and central flat,Porto - Saragozza,Entire home/apt,131,1,118,08/07/2020,2.98,273,"44.49047,11.32698"
20781875,Casa Albi. Appartamento con terrazzo a Bologna,Santo Stefano,Entire home/apt,58,2,78,26/09/2019,1.69,88,"44.49189,11.34693"
20794610,Appartamento vicino Stazione Centrale e Fiera,Navile,Entire home/apt,62,3,12,11/10/2019,0.28,355,"44.51232,11.34611"
20804966,Bilocale vicino ospedali Sant'Orsola-Malpighi,San Donato - San Vitale,Entire home/apt,45,2,9,11/08/2019,0.31,68,"44.48855,11.37211"
20811222,Walking on tiptoe.,Porto - Saragozza,Entire home/apt,62,2,9,19/02/2021,0.87,166,"44.49718,11.34009"
20842442,"Apartment ""Love Bologna""",Santo Stefano,Entire home/apt,70,1,2,17/10/2017,0.04,69,"44.48119,11.36778"
20843725,UR-NEST Alberti B - Parking space upon request,Santo Stefano,Entire home/apt,690,2,1,02/01/2018,0.02,278,"44.48421,11.3702"
20879032,Casa Hasna,San Donato - San Vitale,Private room,40,22,0,,,364,"44.49415,11.36819"
20879422,"The little tower, monolocale vicino al centro.",San Donato - San Vitale,Entire home/apt,38,1,217,16/12/2019,4.68,68,"44.49186,11.36354"
20894121,Nice and refined room near Bologna Fair,San Donato - San Vitale,Private room,27,2,51,07/07/2018,1.11,156,"44.50725,11.36051"
20895630,"STAY SAFE, STAY in Appartamento Fico Bologna Fiera",Navile,Entire home/apt,360,2,14,20/09/2020,0.32,48,"44.52015,11.35298"
20895947,An elegant cocoon in Bologna.,Porto - Saragozza,Entire home/apt,50,1,184,02/12/2019,3.96,7,"44.49339,11.33375"
20916403,Umarell House 3,Porto - Saragozza,Private room,21,1,25,06/07/2021,0.57,235,"44.50383,11.33619"
20926158,La Casa di Giò - Appartamento Martina,Santo Stefano,Entire home/apt,90,2,2,12/07/2018,0.06,90,"44.49972,11.34549"
20932767,Under the 2 towers!,Santo Stefano,Entire home/apt,51,1,61,02/07/2021,1.55,0,"44.49457,11.34803"
20940791,Casa Magda Vintage Apartment with Terraces!,Santo Stefano,Entire home/apt,90,2,66,15/02/2020,1.48,36,"44.50101,11.35166"
21004219,Nuova ed elegante mansarda nel cuore di Bologna,Santo Stefano,Entire home/apt,61,2,47,20/04/2019,1.02,253,"44.48594,11.35237"
21025658,"Grande, moderno appartamento in edificio storico",Santo Stefano,Entire home/apt,123,2,96,07/02/2020,2.09,38,"44.48547,11.34264"
21039780,Cri's home,Porto - Saragozza,Entire home/apt,33,1,13,21/02/2020,0.29,322,"44.49195,11.30653"
21085322,Crazy Apartment in Ancient Bologna Tower,Santo Stefano,Entire home/apt,60,2,1,19/02/2018,0.02,364,"44.48679,11.33057"
21104709,Beautiful suite in the heart of Bologna,Santo Stefano,Private room,414,1,2,03/06/2018,0.05,355,"44.48798,11.34597"
21181455,Casa Bella Fair - 140 mq.,Navile,Entire home/apt,650,1,27,06/04/2019,0.68,0,"44.50877,11.35526"
21181706,Alessandra Home,Porto - Saragozza,Entire home/apt,65,2,0,,,364,"44.49134,11.33877"
21232991,Mago Zurli' - New Apartment Full Comfort with Box,Navile,Entire home/apt,59,1,2,21/09/2019,0.08,62,"44.53213,11.34814"
21235597,Casa luminosa di Benni con parcheggio,Borgo Panigale - Reno,Entire home/apt,70,2,120,03/07/2019,2.64,7,"44.49928,11.29487"
21257092,Cozy attic with a view,San Donato - San Vitale,Entire home/apt,56,2,72,07/10/2019,1.65,316,"44.49474,11.36355"
21296628,Love Suite w/ Sauna and Jacuzzi,Porto - Saragozza,Private room,126,1,160,28/06/2019,3.58,71,"44.50594,11.33946"
21393776,Bologna Dream Double Rooms,Savena,Entire home/apt,50,1,2,20/09/2018,0.05,0,"44.48479,11.37626"
21395108,Bologna Dream Single Rooms,Savena,Private room,43,1,3,12/09/2018,0.07,0,"44.48463,11.37786"
21409315,INDIPENDENZA36 best located cozy&wellfurnished,Porto - Saragozza,Entire home/apt,1000,4,70,16/10/2019,1.62,0,"44.4991,11.34284"
21445961,Stanza singola o doppia per,San Donato - San Vitale,Private room,29,1,11,20/03/2019,0.24,364,"44.48848,11.36888"
21455430,Villetta down hills,Santo Stefano,Entire home/apt,300,2,0,,,177,"44.47553,11.34231"
21484184,Orlandi/81902,Savena,Entire home/apt,26,1,0,,,1,"44.4807,11.38656"
21511006,"Due passi da Piazza Maggiore, camera con bagno",Porto - Saragozza,Private room,36,1,68,23/02/2020,1.53,171,"44.49277,11.34195"
21545542,Attico con giardino pensile,San Donato - San Vitale,Entire home/apt,250,3,3,18/03/2019,0.07,263,"44.48833,11.37757"
21549747,"Casa Roncrio. Tranquillità, Relax, Verde, Arte.",Santo Stefano,Entire home/apt,60,1,32,13/04/2019,0.72,193,"44.47102,11.33701"
21571560,CASA NINA,Santo Stefano,Entire home/apt,70,1,83,08/02/2020,1.9,0,"44.47642,11.37124"
21588312,"Casa-Colavita 148, la casa ideale per famiglie",San Donato - San Vitale,Entire home/apt,45,2,69,22/07/2019,1.54,321,"44.48593,11.36928"
21618783,"Mini chic downtown Bologna, with parking",Santo Stefano,Entire home/apt,75,2,19,25/10/2019,0.46,285,"44.48634,11.35407"
21619964,"La casa di Giulietta,vicino al Bellaria e S.Orsola",Savena,Entire home/apt,36,2,67,19/06/2019,1.51,8,"44.47576,11.38558"
21662243,APPARTAMENTO CENTRALISSIMO/VERY CENTRAL APARTMENT,Santo Stefano,Entire home/apt,160,3,1,25/06/2018,0.03,0,"44.49413,11.35108"
21796565,Relax Nazario historic center,Porto - Saragozza,Entire home/apt,39,1,119,03/06/2021,2.7,65,"44.4973,11.33962"
21798804,"Sweet Italy home ""La Casetta""  private parking",San Donato - San Vitale,Entire home/apt,39,1,259,02/07/2021,5.9,72,"44.5014,11.3665"
21940348,Appartamento Nettuno vicino a Stazione e Centro,Navile,Entire home/apt,69,1,10,15/01/2019,0.23,0,"44.50895,11.34671"
21953291,Decumana Apartment,Borgo Panigale - Reno,Entire home/apt,49,2,26,18/04/2019,0.59,0,"44.50789,11.29731"
21977806,Cozy two storey flat in quiet and Central area,Santo Stefano,Entire home/apt,110,3,1,18/03/2018,0.02,363,"44.48657,11.33052"
21993582,Casetta Margherita,Santo Stefano,Entire home/apt,70,1,14,18/03/2019,0.38,364,"44.48122,11.34866"
22022145,RR 108 Guest House,Porto - Saragozza,Entire home/apt,250,1,47,14/12/2019,1.09,318,"44.49899,11.34024"
22040782,MAISON BI.-Saragozza1,Porto - Saragozza,Private room,45,2,10,18/01/2020,0.29,362,"44.49042,11.33116"
22049313,Moderno appartamento di Benni,San Donato - San Vitale,Entire home/apt,60,2,112,21/11/2019,2.61,338,"44.49005,11.37441"
22097452,BOLOGNETTI HOME,Santo Stefano,Entire home/apt,44,30,60,26/12/2019,1.37,262,"44.49309,11.354"
22186362,La casa di Aurora ( Aurora's home),Savena,Entire home/apt,56,1,182,20/09/2019,4.23,310,"44.48364,11.38019"
22197411,"CASE BIANCHE,CENTRAL AND MODERN STUDIO city center",Porto - Saragozza,Entire home/apt,98,7,5,31/10/2020,0.16,118,"44.4974,11.3367"
22273828,Bologna Center City Renovated Studio on a Canal,Santo Stefano,Entire home/apt,49,2,39,21/12/2019,0.94,169,"44.49768,11.34691"
22298843,Attico De Giovanni,Navile,Entire home/apt,35,30,1,12/01/2019,0.03,268,"44.52316,11.34622"
22383391,"Sleep & Fly 2, zona areoporto",Borgo Panigale - Reno,Private room,62,1,15,07/04/2019,0.35,1,"44.5219,11.29076"
22408169,"Casa Fani, comfort near Bologna City Centre",San Donato - San Vitale,Entire home/apt,42,2,19,01/11/2019,0.47,253,"44.498,11.36418"
22508568,Apartment-Apartment-Ensuite with Shower-City View-Deluxe,San Donato - San Vitale,Entire home/apt,74,1,38,20/09/2019,1.34,64,"44.49646,11.3747"
22558739,Appartamento per 4/6 persone,Savena,Entire home/apt,150,5,2,03/04/2018,0.05,25,"44.46468,11.37128"
22628959,"Bologna: dimora storica, camera con vista",Santo Stefano,Private room,140,1,1,19/03/2018,0.02,219,"44.49226,11.34727"
22629952,"Bologna, doppia suite affrescata in dimora storica",Santo Stefano,Private room,240,1,1,18/03/2018,0.02,258,"44.49225,11.34584"
22630717,"Bologna, camera lanterne rosse",Santo Stefano,Private room,125,1,0,,,239,"44.49077,11.34661"
22634574,Pandolf,Porto - Saragozza,Entire home/apt,64,1,8,05/04/2019,0.19,297,"44.50468,11.3445"
22712009,Bilocale comodo per fiera e centro,Navile,Entire home/apt,62,2,4,03/11/2019,0.1,0,"44.52494,11.35159"
22724712,BBC Barberia Bologna Centro,Porto - Saragozza,Entire home/apt,70,1,43,23/02/2020,1.03,0,"44.49261,11.33818"
22750125,SAN FRANCESCO LUXURY SUITE,Porto - Saragozza,Entire home/apt,99,1,37,10/10/2019,0.95,352,"44.49453,11.33544"
22759579,Residenza Meloncello,Porto - Saragozza,Entire home/apt,57,2,98,13/11/2019,2.34,99,"44.49005,11.31086"
22806937,Villa panoramica  relax  sui colli di Bologna,Santo Stefano,Entire home/apt,86,3,10,14/09/2019,0.27,266,"44.4236,11.32338"
22853414,Apartment-Apartment-Ensuite with Shower-City View-Superior,San Donato - San Vitale,Entire home/apt,76,1,33,01/02/2020,0.79,3,"44.49643,11.37304"
22862896,Green refuge in the heart of Bologna,Porto - Saragozza,Entire home/apt,55,4,77,22/11/2019,1.83,124,"44.50433,11.34341"
22877175,An indipendent house close to Piazza Maggiore,Santo Stefano,Entire home/apt,86,2,115,16/11/2019,2.84,328,"44.4924,11.34294"
22883904,"quiete, stanze e parcheggio per un' automobile",Savena,Entire home/apt,50,2,80,30/12/2019,2.13,216,"44.48654,11.38377"
22931936,Maison Paradiso Bologna,Borgo Panigale - Reno,Entire home/apt,23,31,20,10/07/2019,0.5,101,"44.50596,11.30425"
22979872,Appartamento luminoso Massarenti Sant'Orsola,San Donato - San Vitale,Entire home/apt,53,2,55,02/11/2020,1.34,65,"44.49267,11.36989"
23015474,fiera district residenza LA TERRAZZA,San Donato - San Vitale,Entire home/apt,90,2,23,11/08/2019,0.55,102,"44.50502,11.36401"
23029257,Loft San Francesco,Porto - Saragozza,Entire home/apt,76,2,117,12/12/2020,2.81,286,"44.49576,11.33698"
23049899,Bologna Pratello Orange Apartament!NEW!,Porto - Saragozza,Entire home/apt,80,2,78,06/08/2020,1.88,93,"44.4956,11.33243"
23053104,Sweet House,Santo Stefano,Entire home/apt,103,2,6,13/10/2019,0.15,183,"44.49416,11.34451"
23166339,La Rialtina: fascino & relax,Santo Stefano,Entire home/apt,80,2,76,16/11/2018,1.85,194,"44.48912,11.34979"
23175266,SILENT 3-rooms apartment a few steps from old town,Porto - Saragozza,Entire home/apt,41,2,12,02/01/2019,0.3,169,"44.49923,11.31796"
23197055,ORIANI 20- Nuovo 2Camere 2Bagni pressi Sant’Orsola,Santo Stefano,Entire home/apt,80,2,20,01/01/2020,0.65,29,"44.48508,11.36046"
23214216,223 Bologna - la casa che fa per te,San Donato - San Vitale,Entire home/apt,76,2,5,28/06/2018,0.12,253,"44.49439,11.38864"
23254381,Ca' de la Torre,Santo Stefano,Entire home/apt,67,2,138,19/06/2021,3.37,43,"44.49578,11.35266"
23263320,Stanza matrimoniale via Castiglione.,Santo Stefano,Private room,30,2,3,20/10/2019,0.07,63,"44.48695,11.34813"
23288711,CasaZiza (double room with private bathroom),Navile,Private room,59,2,21,02/11/2018,0.52,87,"44.50897,11.33547"
23314868,via Lame app 1 stayinbologna,Porto - Saragozza,Entire home/apt,56,3,16,05/11/2020,0.4,316,"44.50176,11.33341"
23350376,Spacious room with private bathroom near the Fair,Navile,Private room,40,2,52,24/09/2019,1.32,0,"44.51734,11.35193"
23423710,Casa Guido Reni - Atmosfera rilassata e divertente nel centro storico di Bologna,Santo Stefano,Entire home/apt,160,2,70,21/01/2020,1.73,194,"44.49374,11.35056"
23458033,Mandria Apartments 2,Santo Stefano,Entire home/apt,146,2,12,19/09/2019,0.43,283,"44.4948,11.34538"
23464799,Mandria apartments 1,Santo Stefano,Entire home/apt,97,1,39,14/10/2019,0.96,298,"44.49672,11.34709"
23497505,Accademia al Colle - Casa delle Mimose,Santo Stefano,Entire home/apt,129,2,1,14/09/2020,0.1,316,"44.47356,11.353"
23501776,"Airbnb ""Marco"" con ampio terrazzo zona strategica",Santo Stefano,Entire home/apt,62,1,149,23/02/2020,3.64,0,"44.50187,11.35251"
23516200,Letto castello/bunkbed per una o due persone.,Porto - Saragozza,Shared room,14,1,88,20/10/2018,2.17,84,"44.4984,11.32107"
23613051,La Suite Lune,Porto - Saragozza,Private room,54,1,138,11/06/2021,3.39,136,"44.50059,11.34354"
23618058,Casa Dè Maria,Navile,Entire home/apt,51,2,80,19/05/2019,1.99,39,"44.50831,11.34313"
23621978,New loft in the heart of Bologna 2,Santo Stefano,Entire home/apt,77,1,88,04/02/2020,2.17,268,"44.48856,11.34948"
23625521,Terrazza Petroni Appartamento & SmartWorking Home,Santo Stefano,Entire home/apt,120,2,25,05/07/2019,0.67,213,"44.49438,11.35204"
23641566,Vanilla House,Navile,Entire home/apt,135,2,44,18/09/2019,1.26,0,"44.50859,11.35561"
23667917,BORGHETTO SAN DONATO 105,San Donato - San Vitale,Entire home/apt,97,1,8,09/02/2020,0.4,65,"44.50514,11.37365"
23689939,ROOM and PRIVATE BATH 3 minutes from the Station,Navile,Private room,34,1,361,16/01/2020,9.06,101,"44.50824,11.34662"
23690451,Appartamento Elios,Porto - Saragozza,Entire home/apt,56,2,16,06/10/2019,0.41,110,"44.49017,11.32123"
23697446,Casa Bugami Charming House,Porto - Saragozza,Entire home/apt,150,3,72,28/11/2019,1.8,310,"44.49643,11.33502"
23698412,Dimora delle Rose: Traditional italian house,Santo Stefano,Entire home/apt,106,3,29,01/07/2019,0.72,4,"44.48221,11.34672"
23743566,COLORS FLAT/CITY CENTER,Porto - Saragozza,Entire home/apt,65,2,68,18/11/2019,1.7,68,"44.48972,11.33592"
23775964,B & B Sleeping,Porto - Saragozza,Private room,196,1,5,08/05/2019,0.13,133,"44.50484,11.33982"
23787731,House Bologna primo maggio,Navile,Entire home/apt,38,3,22,22/09/2018,0.59,0,"44.55093,11.35522"
23800608,"""Come a Casa""",Savena,Entire home/apt,97,2,36,11/09/2019,0.94,111,"44.48115,11.38199"
23841067,Bologna Flats - Bellissimo app.to appena rinnovato,Porto - Saragozza,Entire home/apt,109,1,30,14/07/2019,0.76,216,"44.50008,11.33794"
23919004,Mini Suite San Giorgio in Poggiale,Porto - Saragozza,Entire home/apt,80,2,0,,,0,"44.49798,11.33992"
23956632,"Symphony 12, dimora di charme su storica piazza",Santo Stefano,Entire home/apt,133,3,6,14/10/2019,0.18,355,"44.49395,11.35167"
23959740,La Maisonnette near dowtown e Alma Mater.,San Donato - San Vitale,Entire home/apt,43,5,62,16/01/2021,1.74,79,"44.49735,11.35963"
24002067,Bo stazione MAMBO Suite queen Stayinbologna app 1,Porto - Saragozza,Entire home/apt,60,3,21,07/06/2021,1.51,299,"44.50127,11.33845"
24017693,Cozy room.,Navile,Private room,25,1,5,23/06/2021,0.12,354,"44.50808,11.34755"
24278442,Beautiful attic with great view Via Pietralata,Porto - Saragozza,Entire home/apt,70,2,28,05/06/2018,0.71,61,"44.49665,11.3317"
24304627,"Appartamento delle Moline, independent apartment",Santo Stefano,Entire home/apt,56,4,9,27/09/2019,0.32,145,"44.49779,11.34755"
24346881,"Appartamento Sole, in centro e comodo stazione",Santo Stefano,Entire home/apt,92,3,45,15/06/2019,1.15,20,"44.50032,11.34812"
24359851,Le Torri ed il Ghetto,Santo Stefano,Entire home/apt,70,7,1,23/04/2018,0.03,365,"44.49774,11.34825"
24391493,"Appartamento Stella, in centro e comodo stazione",Santo Stefano,Entire home/apt,64,3,30,15/07/2019,0.77,176,"44.50032,11.34812"
24492191,Film house da Elena!,San Donato - San Vitale,Entire home/apt,58,2,140,24/07/2019,3.59,154,"44.50334,11.36408"
24591404,Elegante monolocale nel centro di Bologna,Santo Stefano,Entire home/apt,42,1,163,06/10/2020,4.22,318,"44.48691,11.34243"
24596322,Bilocale vicino al centro storico di Bologna,San Donato - San Vitale,Entire home/apt,35,3,55,29/10/2018,1.41,223,"44.49418,11.36747"
24602438,Venturoli Apartment - Quiete e praticità,San Donato - San Vitale,Entire home/apt,60,2,53,03/06/2019,1.38,35,"44.49119,11.36898"
24644454,B&Bo - The Blue Room,Porto - Saragozza,Private room,25,1,125,24/05/2019,3.3,192,"44.49172,11.31661"
24645169,B&Bo - The Bright  Room,Porto - Saragozza,Private room,35,1,103,23/12/2019,2.79,192,"44.4899,11.31651"
24761777,B&Bo - The  Big Room,Porto - Saragozza,Private room,35,1,69,09/02/2019,1.79,192,"44.4916,11.31544"
24792174,Elegante appartamento zona San Donato (rif 600),San Donato - San Vitale,Entire home/apt,80,1,0,,,0,"44.50709,11.38794"
24820144,Sweet home Sofia,Savena,Entire home/apt,73,1,17,08/05/2018,0.45,357,"44.46976,11.38894"
24820581,Notai Home Piazza Maggiore,Santo Stefano,Entire home/apt,90,2,4,15/03/2019,0.14,0,"44.49345,11.34252"
24821449,NICE ROOM BETWEEN CENTER AND FAIR ZONE,San Donato - San Vitale,Private room,19,1,126,10/03/2019,3.27,315,"44.5019,11.3682"
24926746,Petroni apartment: Luminoso appartamento in centro,Santo Stefano,Entire home/apt,102,2,103,11/02/2020,2.7,0,"44.49357,11.35153"
24980733,Casa Tacito,Santo Stefano,Entire home/apt,79,3,39,17/02/2020,1.02,284,"44.48096,11.33788"
25067846,"Appartamento Emilio, luminoso monolocale",Borgo Panigale - Reno,Entire home/apt,57,7,7,01/05/2020,0.19,48,"44.51352,11.28428"
25091021,Comfortable studio near Bologna Fair 3918,San Donato - San Vitale,Entire home/apt,21,1,0,,,1,"44.50248,11.37019"
25092425,La  casa di Elena,Santo Stefano,Entire home/apt,65,2,12,03/11/2019,0.35,89,"44.4924,11.35476"
25275226,Cecilia apartment -free private parking,Savena,Entire home/apt,44,2,79,05/09/2020,2.21,7,"44.48188,11.37809"
25316026,CasaSca,San Donato - San Vitale,Entire home/apt,55,1,1,26/05/2018,0.03,89,"44.50203,11.36333"
25317860,Casasca,San Donato - San Vitale,Private room,90,1,14,16/03/2019,0.37,363,"44.50249,11.36223"
25345900,A due minuti dalla stazione,Navile,Private room,70,1,2,29/06/2018,0.05,364,"44.50755,11.3444"
25367259,LA CASA DI MAMBO,Porto - Saragozza,Entire home/apt,90,1,0,,,0,"44.50674,11.33061"
25421941,Mo'rooms,San Donato - San Vitale,Private room,45,1,2,09/09/2018,0.06,0,"44.48596,11.36869"
25616918,Ampia casa luminosa con terrazzi e giardino,San Donato - San Vitale,Entire home/apt,36,3,3,14/08/2018,0.13,0,"44.49974,11.40868"
25857908,Casa Arcoveggio,Navile,Entire home/apt,40,2,1,12/02/2019,0.03,123,"44.53018,11.35212"
25927422,Casetta Bondi,San Donato - San Vitale,Entire home/apt,60,1,24,24/05/2019,0.65,68,"44.49089,11.37076"
25937671,Mansarda nel cuore della città,Santo Stefano,Entire home/apt,58,1,11,02/07/2021,0.39,124,"44.49553,11.34349"
25955517,PRIVATE APARTMENT in the CENTRE of Bologna,Porto - Saragozza,Entire home/apt,59,3,7,01/07/2021,0.25,73,"44.49638,11.3293"
25994303,Fresh Room~S.Luca Area,Porto - Saragozza,Private room,32,1,153,09/03/2020,4.09,236,"44.49717,11.31534"
26022271,Casa Capri,Santo Stefano,Entire home/apt,150,2,35,28/09/2019,0.95,0,"44.48575,11.34417"
26077351,Casa Orfeo,Savena,Private room,26,6,12,30/11/2018,0.32,0,"44.47827,11.38508"
26237422,"Elegant Luxury flat above ""The Finestrella""",Santo Stefano,Entire home/apt,69,2,27,10/10/2019,0.8,0,"44.49873,11.34478"
26307340,Monolocale a Bologna Porta San Felice,Porto - Saragozza,Entire home/apt,45,3,5,19/11/2018,0.15,7,"44.50032,11.32395"
26353646,Am liv`(mi alzo),Navile,Entire home/apt,51,2,11,21/09/2019,0.32,297,"44.51651,11.35047"
26435790,Gramsci - good location,Porto - Saragozza,Entire home/apt,800,1,34,13/10/2018,0.94,0,"44.50314,11.33975"
26444765,Bella Camera Singola Matrimoniale vicino al centro,Porto - Saragozza,Private room,25,3,0,,,90,"44.50316,11.31396"
26479026,DorminBo,Borgo Panigale - Reno,Entire home/apt,35,1,8,03/10/2018,0.22,0,"44.50979,11.30057"
26557344,Jazz House,Santo Stefano,Private room,45,2,41,02/02/2020,1.49,31,"44.50273,11.3507"
26578529,Large room in the very city centre,Porto - Saragozza,Private room,75,1,4,19/07/2018,0.11,88,"44.4896,11.3369"
26586558,Giardino Segreto: a charming place + garden,Santo Stefano,Entire home/apt,96,1,33,28/07/2019,0.93,121,"44.48972,11.35603"
26602129,alloggio  a Bologna,Porto - Saragozza,Entire home/apt,110,3,1,13/07/2018,0.03,77,"44.49099,11.32033"
26649213,Residence CASA TEMPORANEA (Bologna) - Tipo B,San Donato - San Vitale,Entire home/apt,75,2,4,30/08/2019,0.14,351,"44.50774,11.36109"
26650390,MyRoom41 - camera quadrupla con bagno privato,Santo Stefano,Private room,60,1,7,02/06/2019,0.22,314,"44.49203,11.35207"
26652915,Nosadella nuovo - Central attic,Porto - Saragozza,Entire home/apt,800,1,15,28/10/2018,0.44,179,"44.49266,11.33585"
26682197,Bologna Central Apartments - Giudei 10,Santo Stefano,Entire home/apt,70,1,12,29/08/2019,0.44,212,"44.49464,11.34658"
26682615,Casa tua,Savena,Entire home/apt,80,1,7,30/07/2018,0.2,351,"44.46546,11.37103"
